cliente;atrasos;Resposta;temporel;valorfatura;p_gastoalim;regiaorisco;rendamensal
21589;1;0;4;4;4;4;4
21590;1;0;4;3;4;4;4
21591;2;0;3;1;3;2;4
21592;4;0;4;2;4;4;1
21593;4;1;4;2;1;1;3
21594;4;1;2;2;1;2;2
21595;2;1;1;4;2;1;1
21596;1;0;4;1;3;4;3
21597;3;1;4;2;1;1;2
21598;3;1;1;3;1;4;3
21599;1;0;3;2;4;4;4
21600;2;0;1;3;4;2;1
21601;3;0;1;3;3;4;3
21602;3;1;1;1;1;1;3
21603;2;0;3;2;3;3;2
21604;1;0;2;1;4;2;4
21605;4;1;1;3;4;3;2
21606;3;1;3;4;1;3;2
21607;1;0;3;3;3;1;3
21608;2;0;3;2;4;4;3
21609;1;0;3;2;3;3;4
21610;1;0;2;4;3;2;3
21611;3;1;1;1;2;2;1
21612;3;1;2;2;3;1;3
21613;2;0;4;3;4;4;4
21614;3;1;3;3;1;4;2
21615;2;0;1;1;1;2;1
21616;1;1;1;2;3;3;2
21617;3;1;3;2;1;2;2
21618;2;0;1;2;2;1;4
21619;4;0;2;3;2;4;1
21620;2;0;4;4;2;1;4
21621;4;1;1;3;4;4;1
21622;2;0;4;2;4;1;4
21623;4;1;3;2;3;3;4
21624;2;1;1;2;3;2;2
21625;3;0;4;3;1;4;4
21626;2;0;3;2;2;4;2
21627;2;1;4;3;2;1;4
21628;4;0;3;2;2;4;3
21629;3;1;4;1;3;4;3
21630;2;0;3;3;4;3;3
21631;1;0;1;1;2;2;3
21632;3;0;4;3;4;4;4
21633;3;0;3;1;1;3;2
21634;1;1;2;3;2;4;1
21635;1;0;3;1;4;4;2
21636;1;0;4;2;1;1;3
21637;4;0;4;3;3;1;3
21638;2;0;4;1;4;3;2
21639;2;0;4;4;3;4;1
21640;3;1;4;3;2;3;2
21641;3;1;2;2;1;3;2
21642;3;0;3;1;3;1;2
21643;1;0;4;1;3;3;3
21644;3;1;4;2;2;3;1
21645;1;0;2;1;4;3;1
21646;2;1;4;3;1;2;1
21647;3;0;3;2;4;1;3
21648;2;1;1;1;1;1;4
21649;4;1;1;2;1;3;2
21650;3;1;3;1;4;1;3
21651;2;0;4;3;3;4;1
21652;4;1;4;2;1;4;2
21653;4;1;3;1;1;1;3
21654;2;0;4;1;4;2;1
21655;3;0;1;2;1;2;2
21656;3;1;1;2;2;3;3
21657;3;0;2;3;4;1;4
21658;4;1;4;4;4;2;1
21659;2;0;2;1;4;3;1
21660;4;1;3;1;2;3;1
21661;1;1;3;1;1;3;1
21662;3;1;1;1;3;2;2
21663;3;1;1;2;3;1;4
21664;1;0;4;4;4;4;4
21665;2;1;1;2;3;2;3
21666;2;1;3;2;1;2;4
21667;2;0;1;1;3;3;4
21668;1;0;4;1;3;4;1
21669;4;1;3;4;3;2;1
21670;2;1;1;3;2;2;1
21671;4;1;3;3;2;1;4
21672;2;1;1;3;3;1;4
21673;4;1;1;1;4;3;1
21674;4;0;3;4;4;4;2
21675;4;1;2;3;1;3;1
21676;2;0;4;1;3;3;4
21677;2;1;1;1;2;4;3
21678;4;1;1;1;4;2;1
21679;2;0;3;3;2;3;3
21680;4;0;1;4;4;3;3
21681;1;0;4;1;1;4;3
21682;2;0;2;1;2;2;2
21683;4;1;2;1;1;3;2
21684;2;1;2;1;3;1;2
21685;2;0;2;3;1;2;3
21686;3;1;4;1;1;1;1
21687;1;0;2;3;3;3;2
21688;1;0;4;4;4;1;1
21689;4;1;3;4;3;3;4
21690;4;1;1;1;1;1;1
21691;1;0;3;3;1;1;2
21692;3;0;1;2;4;4;4
21693;3;1;3;2;1;4;4
21694;3;1;1;2;1;3;1
21695;4;1;3;3;2;1;4
21696;4;1;2;2;1;2;3
21697;1;0;3;4;3;2;1
21698;3;1;1;2;3;2;1
21699;2;1;2;2;3;1;3
21700;2;0;3;2;4;3;4
21701;1;0;2;2;4;2;3
21702;3;1;2;4;3;1;2
21703;3;1;4;1;2;4;2
21704;4;1;3;1;2;3;4
21705;4;0;4;1;3;4;3
21706;1;1;4;2;3;4;4
21707;2;1;2;2;1;1;1
21708;2;0;1;2;4;3;4
21709;2;0;1;1;2;2;1
21710;2;0;1;1;4;2;1
21711;2;0;3;3;4;3;2
21712;2;0;4;3;4;3;3
21713;1;0;1;3;3;3;4
21714;3;0;3;4;4;4;3
21715;3;0;4;4;3;2;4
21716;1;1;2;1;1;2;3
21717;3;1;4;2;1;2;1
21718;3;0;3;1;1;1;2
21719;4;1;3;2;2;4;2
21720;2;0;4;4;1;3;3
21721;3;1;3;2;1;1;3
21722;4;1;2;4;4;2;4
21723;1;0;4;1;1;3;3
21724;1;0;4;3;2;2;2
21725;2;1;2;4;4;1;3
21726;2;0;1;4;1;2;3
21727;2;0;4;1;2;1;3
21728;1;1;2;1;1;2;3
21729;2;1;1;1;2;2;1
21730;4;1;1;2;4;1;2
21731;4;1;2;1;1;3;3
21732;3;0;3;1;4;4;4
21733;4;1;1;2;1;1;1
21734;2;0;1;4;1;1;3
21735;2;1;3;2;2;4;3
21736;1;0;4;2;4;1;4
21737;4;1;2;3;2;2;1
21738;2;0;3;1;3;2;4
21739;1;0;2;3;3;3;2
21740;1;0;3;2;3;3;2
21741;1;0;2;3;3;4;4
21742;1;0;2;4;1;1;3
21743;1;0;1;2;1;4;4
21744;2;1;2;2;4;2;2
21745;4;1;1;4;3;4;4
21746;3;1;4;1;4;1;1
21747;4;1;1;1;3;2;4
21748;4;1;2;4;1;2;2
21749;2;0;3;2;4;2;2
21750;1;0;3;1;2;3;4
21751;1;0;1;1;1;4;2
21752;1;0;4;1;3;4;3
21753;2;0;1;1;3;2;1
21754;3;0;3;2;3;4;4
21755;2;0;2;2;3;1;3
21756;2;0;2;2;4;4;4
21757;3;1;4;2;3;2;2
21758;3;1;1;2;2;3;4
21759;3;1;3;3;2;2;2
21760;1;1;3;4;1;1;1
21761;1;1;1;4;2;1;2
21762;4;1;1;1;2;1;1
21763;3;1;1;1;2;2;1
21764;3;0;4;4;4;4;1
21765;4;0;2;4;2;4;2
21766;2;1;4;1;2;1;4
21767;3;1;3;1;2;2;1
21768;4;0;1;2;4;2;1
21769;3;1;2;1;1;2;1
21770;1;0;3;4;4;3;2
21771;1;0;3;2;2;4;1
21772;1;1;1;1;1;2;2
21773;3;0;4;2;4;1;4
21774;4;1;3;1;1;1;3
21775;4;1;1;3;1;1;1
21776;2;1;4;1;3;1;3
21777;4;1;2;1;4;1;3
21778;2;1;4;4;1;1;1
21779;3;1;1;3;3;1;4
21780;1;0;2;4;3;4;2
21781;4;0;4;2;3;2;3
21782;2;1;1;3;4;4;2
21783;3;1;2;1;2;2;2
21784;2;1;1;1;1;3;1
21785;4;1;3;2;3;4;4
21786;3;1;1;2;2;1;4
21787;1;0;1;2;3;4;2
21788;3;1;1;1;3;1;3
21789;2;0;2;2;3;4;1
21790;4;0;2;4;3;3;2
21791;2;0;1;2;4;1;4
21792;1;0;4;4;4;4;4
21793;1;0;4;3;4;4;4
21794;2;0;3;1;3;2;4
21795;4;0;4;2;4;4;1
21796;4;1;4;2;1;1;3
21797;4;1;2;2;1;2;2
21798;2;1;1;4;2;1;1
21799;1;0;4;1;3;4;3
21800;3;1;4;2;1;1;2
21801;3;1;1;3;1;4;3
21802;1;0;3;2;4;4;4
21803;2;0;1;3;4;2;1
21804;3;0;1;3;3;4;3
21805;3;1;1;1;1;1;3
21806;2;0;3;2;3;3;2
21807;1;0;2;1;4;2;4
21808;4;1;1;3;4;3;2
21809;3;1;3;4;1;3;2
21810;1;0;3;3;3;1;3
21811;2;0;3;2;4;4;3
21812;1;0;3;2;3;3;4
21813;1;0;2;4;3;2;3
21814;3;1;1;1;2;2;1
21815;3;1;2;2;3;1;3
21816;2;0;4;3;4;4;4
21817;3;1;3;3;1;4;2
21818;2;0;1;1;1;2;1
21819;1;1;1;2;3;3;2
21820;3;1;3;2;1;2;2
21821;2;0;1;2;2;1;4
21822;4;0;2;3;2;4;1
21823;2;0;4;4;2;1;4
21824;4;1;1;3;4;4;1
21825;2;0;4;2;4;1;4
21826;4;1;3;2;3;3;4
21827;2;1;1;2;3;2;2
21828;3;0;4;3;1;4;4
21829;2;0;3;2;2;4;2
21830;2;1;4;3;2;1;4
21831;4;0;3;2;2;4;3
21832;3;1;4;1;3;4;3
21833;2;0;3;3;4;3;3
21834;1;0;1;1;2;2;3
21835;3;0;4;3;4;4;4
21836;3;0;3;1;1;3;2
21837;1;1;2;3;2;4;1
21838;1;0;3;1;4;4;2
21839;1;0;4;2;1;1;3
21840;4;0;4;3;3;1;3
21841;2;0;4;1;4;3;2
21842;2;0;4;4;3;4;1
21843;3;1;4;3;2;3;2
21844;3;1;2;2;1;3;2
21845;3;0;3;1;3;1;2
21846;1;0;4;1;3;3;3
21847;3;1;4;2;2;3;1
21848;1;0;2;1;4;3;1
21849;2;1;4;3;1;2;1
21850;3;0;3;2;4;1;3
21851;2;1;1;1;1;1;4
21852;4;1;1;2;1;3;2
21853;3;1;3;1;4;1;3
21854;2;0;4;3;3;4;1
21855;4;1;4;2;1;4;2
21856;4;1;3;1;1;1;3
21857;2;0;4;1;4;2;1
21858;3;0;1;2;1;2;2
21859;3;1;1;2;2;3;3
21860;3;0;2;3;4;1;4
21861;4;1;4;4;4;2;1
21862;2;0;2;1;4;3;1
21863;4;1;3;1;2;3;1
21864;1;1;3;1;1;3;1
21865;3;1;1;1;3;2;2
21866;3;1;1;2;3;1;4
21867;1;0;4;4;4;4;4
21868;2;1;1;2;3;2;3
21869;2;1;3;2;1;2;4
21870;2;0;1;1;3;3;4
21871;1;0;4;1;3;4;1
21872;4;1;3;4;3;2;1
21873;2;1;1;3;2;2;1
21874;4;1;3;3;2;1;4
21875;2;1;1;3;3;1;4
21876;4;1;1;1;4;3;1
21877;4;0;3;4;4;4;2
21878;4;1;2;3;1;3;1
21879;2;0;4;1;3;3;4
21880;2;1;1;1;2;4;3
21881;4;1;1;1;4;2;1
21882;2;0;3;3;2;3;3
21883;4;0;1;4;4;3;3
21884;1;0;4;1;1;4;3
21885;2;0;2;1;2;2;2
21886;4;1;2;1;1;3;2
21887;2;1;2;1;3;1;2
21888;2;0;2;3;1;2;3
21889;3;1;4;1;1;1;1
21890;1;0;2;3;3;3;2
21891;1;0;4;4;4;1;1
21892;4;1;3;4;3;3;4
21893;4;1;1;1;1;1;1
21894;1;0;3;3;1;1;2
21895;3;0;1;2;4;4;4
21896;3;1;3;2;1;4;4
21897;3;1;1;2;1;3;1
21898;4;1;3;3;2;1;4
21899;4;1;2;2;1;2;3
21900;1;0;3;4;3;2;1
21901;3;1;1;2;3;2;1
21902;2;1;2;2;3;1;3
21903;2;0;3;2;4;3;4
21904;1;0;2;2;4;2;3
21905;3;1;2;4;3;1;2
21906;3;1;4;1;2;4;2
21907;4;1;3;1;2;3;4
21908;4;0;4;1;3;4;3
21909;1;1;4;2;3;4;4
21910;2;1;2;2;1;1;1
21911;2;0;1;2;4;3;4
21912;2;0;1;1;2;2;1
21913;2;0;1;1;4;2;1
21914;2;0;3;3;4;3;2
21915;2;0;4;3;4;3;3
21916;1;0;1;3;3;3;4
21917;3;0;3;4;4;4;3
21918;3;0;4;4;3;2;4
21919;1;1;2;1;1;2;3
21920;3;1;4;2;1;2;1
21921;3;0;3;1;1;1;2
21922;4;1;3;2;2;4;2
21923;2;0;4;4;1;3;3
21924;3;1;3;2;1;1;3
21925;4;1;2;4;4;2;4
21926;1;0;4;1;1;3;3
21927;1;0;4;3;2;2;2
21928;2;1;2;4;4;1;3
21929;2;0;1;4;1;2;3
21930;2;0;4;1;2;1;3
21931;1;1;2;1;1;2;3
21932;2;1;1;1;2;2;1
21933;4;1;1;2;4;1;2
21934;4;1;2;1;1;3;3
21935;3;0;3;1;4;4;4
21936;4;1;1;2;1;1;1
21937;2;0;1;4;1;1;3
21938;2;1;3;2;2;4;3
21939;1;0;4;2;4;1;4
21940;4;1;2;3;2;2;1
21941;2;0;3;1;3;2;4
21942;1;0;2;3;3;3;2
21943;1;0;3;2;3;3;2
21944;1;0;2;3;3;4;4
21945;1;0;2;4;1;1;3
21946;1;0;1;2;1;4;4
21947;2;1;2;2;4;2;2
21948;4;1;1;4;3;4;4
21949;3;1;4;1;4;1;1
21950;4;1;1;1;3;2;4
21951;4;1;2;4;1;2;2
21952;2;0;3;2;4;2;2
21953;1;0;3;1;2;3;4
21954;1;0;1;1;1;4;2
21955;1;0;4;1;3;4;3
21956;2;0;1;1;3;2;1
21957;3;0;3;2;3;4;4
21958;2;0;2;2;3;1;3
21959;2;0;2;2;4;4;4
21960;3;1;4;2;3;2;2
21961;3;1;1;2;2;3;4
21962;3;1;3;3;2;2;2
21963;1;1;3;4;1;1;1
21964;1;1;1;4;2;1;2
21965;4;1;1;1;2;1;1
21966;3;1;1;1;2;2;1
21967;3;0;4;4;4;4;1
21968;4;0;2;4;2;4;2
21969;2;1;4;1;2;1;4
21970;3;1;3;1;2;2;1
21971;4;0;1;2;4;2;1
21972;3;1;2;1;1;2;1
21973;1;0;3;4;4;3;2
21974;1;0;3;2;2;4;1
21975;1;1;1;1;1;2;2
21976;3;0;4;2;4;1;4
21977;4;1;3;1;1;1;3
21978;4;1;1;3;1;1;1
21979;2;1;4;1;3;1;3
21980;4;1;2;1;4;1;3
21981;2;1;4;4;1;1;1
21982;3;1;1;3;3;1;4
21983;1;0;2;4;3;4;2
21984;4;0;4;2;3;2;3
21985;2;1;1;3;4;4;2
21986;3;1;2;1;2;2;2
21987;2;1;1;1;1;3;1
21988;4;1;3;2;3;4;4
21989;3;1;1;2;2;1;4
21990;1;0;1;2;3;4;2
21991;3;1;1;1;3;1;3
21992;2;0;2;2;3;4;1
21993;4;0;2;4;3;3;2
21994;2;0;1;2;4;1;4
21995;1;0;4;4;4;4;4
21996;1;0;4;3;4;4;4
21997;2;0;3;1;3;2;4
21998;4;0;4;2;4;4;1
21999;4;1;4;2;1;1;3
22000;4;1;2;2;1;2;2
22001;2;1;1;4;2;1;1
22002;1;0;4;1;3;4;3
22003;3;1;4;2;1;1;2
22004;3;1;1;3;1;4;3
22005;1;0;3;2;4;4;4
22006;2;0;1;3;4;2;1
22007;3;0;1;3;3;4;3
22008;3;1;1;1;1;1;3
22009;2;0;3;2;3;3;2
22010;1;0;2;1;4;2;4
22011;4;1;1;3;4;3;2
22012;3;1;3;4;1;3;2
22013;1;0;3;3;3;1;3
22014;2;0;3;2;4;4;3
22015;1;0;3;2;3;3;4
22016;1;0;2;4;3;2;3
22017;3;1;1;1;2;2;1
22018;3;1;2;2;3;1;3
22019;2;0;4;3;4;4;4
22020;3;1;3;3;1;4;2
22021;2;0;1;1;1;2;1
22022;1;1;1;2;3;3;2
22023;3;1;3;2;1;2;2
22024;2;0;1;2;2;1;4
22025;4;0;2;3;2;4;1
22026;2;0;4;4;2;1;4
22027;4;1;1;3;4;4;1
22028;2;0;4;2;4;1;4
22029;4;1;3;2;3;3;4
22030;2;1;1;2;3;2;2
22031;3;0;4;3;1;4;4
22032;2;0;3;2;2;4;2
22033;2;1;4;3;2;1;4
22034;4;0;3;2;2;4;3
22035;3;1;4;1;3;4;3
22036;2;0;3;3;4;3;3
22037;1;0;1;1;2;2;3
22038;3;0;4;3;4;4;4
22039;3;0;3;1;1;3;2
22040;1;1;2;3;2;4;1
22041;1;0;3;1;4;4;2
22042;1;0;4;2;1;1;3
22043;4;0;4;3;3;1;3
22044;2;0;4;1;4;3;2
22045;2;0;4;4;3;4;1
22046;3;1;4;3;2;3;2
22047;3;1;2;2;1;3;2
22048;3;0;3;1;3;1;2
22049;1;0;4;1;3;3;3
22050;3;1;4;2;2;3;1
22051;1;0;2;1;4;3;1
22052;2;1;4;3;1;2;1
22053;3;0;3;2;4;1;3
22054;2;1;1;1;1;1;4
22055;4;1;1;2;1;3;2
22056;3;1;3;1;4;1;3
22057;2;0;4;3;3;4;1
22058;4;1;4;2;1;4;2
22059;4;1;3;1;1;1;3
22060;2;0;4;1;4;2;1
22061;3;0;1;2;1;2;2
22062;3;1;1;2;2;3;3
22063;3;0;2;3;4;1;4
22064;4;1;4;4;4;2;1
22065;2;0;2;1;4;3;1
22066;4;1;3;1;2;3;1
22067;1;1;3;1;1;3;1
22068;3;1;1;1;3;2;2
22069;3;1;1;2;3;1;4
22070;1;0;4;4;4;4;4
22071;2;1;1;2;3;2;3
22072;2;1;3;2;1;2;4
22073;2;0;1;1;3;3;4
22074;1;0;4;1;3;4;1
22075;4;1;3;4;3;2;1
22076;2;1;1;3;2;2;1
22077;4;1;3;3;2;1;4
22078;2;1;1;3;3;1;4
22079;4;1;1;1;4;3;1
22080;4;0;3;4;4;4;2
22081;4;1;2;3;1;3;1
22082;2;0;4;1;3;3;4
22083;2;1;1;1;2;4;3
22084;4;1;1;1;4;2;1
22085;2;0;3;3;2;3;3
22086;4;0;1;4;4;3;3
22087;1;0;4;1;1;4;3
22088;2;0;2;1;2;2;2
22089;4;1;2;1;1;3;2
22090;2;1;2;1;3;1;2
22091;2;0;2;3;1;2;3
22092;3;1;4;1;1;1;1
22093;1;0;2;3;3;3;2
22094;1;0;4;4;4;1;1
22095;4;1;3;4;3;3;4
22096;4;1;1;1;1;1;1
22097;1;0;3;3;1;1;2
22098;3;0;1;2;4;4;4
22099;3;1;3;2;1;4;4
22100;3;1;1;2;1;3;1
22101;4;1;3;3;2;1;4
22102;4;1;2;2;1;2;3
22103;1;0;3;4;3;2;1
22104;3;1;1;2;3;2;1
22105;2;1;2;2;3;1;3
22106;2;0;3;2;4;3;4
22107;1;0;2;2;4;2;3
22108;3;1;2;4;3;1;2
22109;3;1;4;1;2;4;2
22110;4;1;3;1;2;3;4
22111;4;0;4;1;3;4;3
22112;1;1;4;2;3;4;4
22113;2;1;2;2;1;1;1
22114;2;0;1;2;4;3;4
22115;2;0;1;1;2;2;1
22116;2;0;1;1;4;2;1
22117;2;0;3;3;4;3;2
22118;2;0;4;3;4;3;3
22119;1;0;1;3;3;3;4
22120;3;0;3;4;4;4;3
22121;3;0;4;4;3;2;4
22122;1;1;2;1;1;2;3
22123;3;1;4;2;1;2;1
22124;3;0;3;1;1;1;2
22125;4;1;3;2;2;4;2
22126;2;0;4;4;1;3;3
22127;3;1;3;2;1;1;3
22128;4;1;2;4;4;2;4
22129;1;0;4;1;1;3;3
22130;1;0;4;3;2;2;2
22131;2;1;2;4;4;1;3
22132;2;0;1;4;1;2;3
22133;2;0;4;1;2;1;3
22134;1;1;2;1;1;2;3
22135;2;1;1;1;2;2;1
22136;4;1;1;2;4;1;2
22137;4;1;2;1;1;3;3
22138;3;0;3;1;4;4;4
22139;4;1;1;2;1;1;1
22140;2;0;1;4;1;1;3
22141;2;1;3;2;2;4;3
22142;1;0;4;2;4;1;4
22143;4;1;2;3;2;2;1
22144;2;0;3;1;3;2;4
22145;1;0;2;3;3;3;2
22146;1;0;3;2;3;3;2
22147;1;0;2;3;3;4;4
22148;1;0;2;4;1;1;3
22149;1;0;1;2;1;4;4
22150;2;1;2;2;4;2;2
22151;4;1;1;4;3;4;4
22152;3;1;4;1;4;1;1
22153;4;1;1;1;3;2;4
22154;4;1;2;4;1;2;2
22155;2;0;3;2;4;2;2
22156;1;0;3;1;2;3;4
22157;1;0;1;1;1;4;2
22158;1;0;4;1;3;4;3
22159;2;0;1;1;3;2;1
22160;3;0;3;2;3;4;4
22161;2;0;2;2;3;1;3
22162;2;0;2;2;4;4;4
22163;3;1;4;2;3;2;2
22164;3;1;1;2;2;3;4
22165;3;1;3;3;2;2;2
22166;1;1;3;4;1;1;1
22167;1;1;1;4;2;1;2
22168;4;1;1;1;2;1;1
22169;3;1;1;1;2;2;1
22170;3;0;4;4;4;4;1
22171;4;0;2;4;2;4;2
22172;2;1;4;1;2;1;4
22173;3;1;3;1;2;2;1
22174;4;0;1;2;4;2;1
22175;3;1;2;1;1;2;1
22176;1;0;3;4;4;3;2
22177;1;0;3;2;2;4;1
22178;1;1;1;1;1;2;2
22179;3;0;4;2;4;1;4
22180;4;1;3;1;1;1;3
22181;4;1;1;3;1;1;1
22182;2;1;4;1;3;1;3
22183;4;1;2;1;4;1;3
22184;2;1;4;4;1;1;1
22185;3;1;1;3;3;1;4
22186;1;0;2;4;3;4;2
22187;4;0;4;2;3;2;3
22188;2;1;1;3;4;4;2
22189;3;1;2;1;2;2;2
22190;2;1;1;1;1;3;1
22191;4;1;3;2;3;4;4
22192;3;1;1;2;2;1;4
22193;1;0;1;2;3;4;2
22194;3;1;1;1;3;1;3
22195;2;0;2;2;3;4;1
22196;4;0;2;4;3;3;2
22197;2;0;1;2;4;1;4
22198;1;0;4;4;4;4;4
22199;1;0;4;3;4;4;4
22200;2;0;3;1;3;2;4
22201;4;0;4;2;4;4;1
22202;4;1;4;2;1;1;3
22203;4;1;2;2;1;2;2
22204;2;1;1;4;2;1;1
22205;1;0;4;1;3;4;3
22206;3;1;4;2;1;1;2
22207;3;1;1;3;1;4;3
22208;1;0;3;2;4;4;4
22209;2;0;1;3;4;2;1
22210;3;0;1;3;3;4;3
22211;3;1;1;1;1;1;3
22212;2;0;3;2;3;3;2
22213;1;0;2;1;4;2;4
22214;4;1;1;3;4;3;2
22215;3;1;3;4;1;3;2
22216;1;0;3;3;3;1;3
22217;2;0;3;2;4;4;3
22218;1;0;3;2;3;3;4
22219;1;0;2;4;3;2;3
22220;3;1;1;1;2;2;1
22221;3;1;2;2;3;1;3
22222;2;0;4;3;4;4;4
22223;3;1;3;3;1;4;2
22224;2;0;1;1;1;2;1
22225;1;1;1;2;3;3;2
22226;3;1;3;2;1;2;2
22227;2;0;1;2;2;1;4
22228;4;0;2;3;2;4;1
22229;2;0;4;4;2;1;4
22230;4;1;1;3;4;4;1
22231;2;0;4;2;4;1;4
22232;4;1;3;2;3;3;4
22233;2;1;1;2;3;2;2
22234;3;0;4;3;1;4;4
22235;2;0;3;2;2;4;2
22236;2;1;4;3;2;1;4
22237;4;0;3;2;2;4;3
22238;3;1;4;1;3;4;3
22239;2;0;3;3;4;3;3
22240;1;0;1;1;2;2;3
22241;3;0;4;3;4;4;4
22242;3;0;3;1;1;3;2
22243;1;1;2;3;2;4;1
22244;1;0;3;1;4;4;2
22245;1;0;4;2;1;1;3
22246;4;0;4;3;3;1;3
22247;2;0;4;1;4;3;2
22248;2;0;4;4;3;4;1
22249;3;1;4;3;2;3;2
22250;3;1;2;2;1;3;2
22251;3;0;3;1;3;1;2
22252;1;0;4;1;3;3;3
22253;3;1;4;2;2;3;1
22254;1;0;2;1;4;3;1
22255;2;1;4;3;1;2;1
22256;3;0;3;2;4;1;3
22257;2;1;1;1;1;1;4
22258;4;1;1;2;1;3;2
22259;3;1;3;1;4;1;3
22260;2;0;4;3;3;4;1
22261;4;1;4;2;1;4;2
22262;4;1;3;1;1;1;3
22263;2;0;4;1;4;2;1
22264;3;0;1;2;1;2;2
22265;3;1;1;2;2;3;3
22266;3;0;2;3;4;1;4
22267;4;1;4;4;4;2;1
22268;2;0;2;1;4;3;1
22269;4;1;3;1;2;3;1
22270;1;1;3;1;1;3;1
22271;3;1;1;1;3;2;2
22272;3;1;1;2;3;1;4
22273;1;0;4;4;4;4;4
22274;2;1;1;2;3;2;3
22275;2;1;3;2;1;2;4
22276;2;0;1;1;3;3;4
22277;1;0;4;1;3;4;1
22278;4;1;3;4;3;2;1
22279;2;1;1;3;2;2;1
22280;4;1;3;3;2;1;4
22281;2;1;1;3;3;1;4
22282;4;1;1;1;4;3;1
22283;4;0;3;4;4;4;2
22284;4;1;2;3;1;3;1
22285;2;0;4;1;3;3;4
22286;2;1;1;1;2;4;3
22287;4;1;1;1;4;2;1
22288;2;0;3;3;2;3;3
22289;4;0;1;4;4;3;3
22290;1;0;4;1;1;4;3
22291;2;0;2;1;2;2;2
22292;4;1;2;1;1;3;2
22293;2;1;2;1;3;1;2
22294;2;0;2;3;1;2;3
22295;3;1;4;1;1;1;1
22296;1;0;2;3;3;3;2
22297;1;0;4;4;4;1;1
22298;4;1;3;4;3;3;4
22299;4;1;1;1;1;1;1
22300;1;0;3;3;1;1;2
22301;3;0;1;2;4;4;4
22302;3;1;3;2;1;4;4
22303;3;1;1;2;1;3;1
22304;4;1;3;3;2;1;4
22305;4;1;2;2;1;2;3
22306;1;0;3;4;3;2;1
22307;3;1;1;2;3;2;1
22308;2;1;2;2;3;1;3
22309;2;0;3;2;4;3;4
22310;1;0;2;2;4;2;3
22311;3;1;2;4;3;1;2
22312;3;1;4;1;2;4;2
22313;4;1;3;1;2;3;4
22314;4;0;4;1;3;4;3
22315;1;1;4;2;3;4;4
22316;2;1;2;2;1;1;1
22317;2;0;1;2;4;3;4
22318;2;0;1;1;2;2;1
22319;2;0;1;1;4;2;1
22320;2;0;3;3;4;3;2
22321;2;0;4;3;4;3;3
22322;1;0;1;3;3;3;4
22323;3;0;3;4;4;4;3
22324;3;0;4;4;3;2;4
22325;1;1;2;1;1;2;3
22326;3;1;4;2;1;2;1
22327;3;0;3;1;1;1;2
22328;4;1;3;2;2;4;2
22329;2;0;4;4;1;3;3
22330;3;1;3;2;1;1;3
22331;4;1;2;4;4;2;4
22332;1;0;4;1;1;3;3
22333;1;0;4;3;2;2;2
22334;2;1;2;4;4;1;3
22335;2;0;1;4;1;2;3
22336;2;0;4;1;2;1;3
22337;1;1;2;1;1;2;3
22338;2;1;1;1;2;2;1
22339;4;1;1;2;4;1;2
22340;4;1;2;1;1;3;3
22341;3;0;3;1;4;4;4
22342;4;1;1;2;1;1;1
22343;2;0;1;4;1;1;3
22344;2;1;3;2;2;4;3
22345;1;0;4;2;4;1;4
22346;4;1;2;3;2;2;1
22347;2;0;3;1;3;2;4
22348;1;0;2;3;3;3;2
22349;1;0;3;2;3;3;2
22350;1;0;2;3;3;4;4
22351;1;0;2;4;1;1;3
22352;1;0;1;2;1;4;4
22353;2;1;2;2;4;2;2
22354;4;1;1;4;3;4;4
22355;3;1;4;1;4;1;1
22356;4;1;1;1;3;2;4
22357;4;1;2;4;1;2;2
22358;2;0;3;2;4;2;2
22359;1;0;3;1;2;3;4
22360;1;0;1;1;1;4;2
22361;1;0;4;1;3;4;3
22362;2;0;1;1;3;2;1
22363;3;0;3;2;3;4;4
22364;2;0;2;2;3;1;3
22365;2;0;2;2;4;4;4
22366;3;1;4;2;3;2;2
22367;3;1;1;2;2;3;4
22368;3;1;3;3;2;2;2
22369;1;1;3;4;1;1;1
22370;1;1;1;4;2;1;2
22371;4;1;1;1;2;1;1
22372;3;1;1;1;2;2;1
22373;3;0;4;4;4;4;1
22374;4;0;2;4;2;4;2
22375;2;1;4;1;2;1;4
22376;3;1;3;1;2;2;1
22377;4;0;1;2;4;2;1
22378;3;1;2;1;1;2;1
22379;1;0;3;4;4;3;2
22380;1;0;3;2;2;4;1
22381;1;1;1;1;1;2;2
22382;3;0;4;2;4;1;4
22383;4;1;3;1;1;1;3
22384;4;1;1;3;1;1;1
22385;2;1;4;1;3;1;3
22386;4;1;2;1;4;1;3
22387;2;1;4;4;1;1;1
22388;3;1;1;3;3;1;4
22389;1;0;2;4;3;4;2
22390;4;0;4;2;3;2;3
22391;2;1;1;3;4;4;2
22392;3;1;2;1;2;2;2
22393;2;1;1;1;1;3;1
22394;4;1;3;2;3;4;4
22395;3;1;1;2;2;1;4
22396;1;0;1;2;3;4;2
22397;3;1;1;1;3;1;3
22398;2;0;2;2;3;4;1
22399;4;0;2;4;3;3;2
22400;2;0;1;2;4;1;4
22401;1;0;4;4;4;4;4
22402;1;0;4;3;4;4;4
22403;2;0;3;1;3;2;4
22404;4;0;4;2;4;4;1
22405;4;1;4;2;1;1;3
22406;4;1;2;2;1;2;2
22407;2;1;1;4;2;1;1
22408;1;0;4;1;3;4;3
